   CITY                       ,   LAT,    LON,25-Aug,26-Aug,27-Aug,28-Aug,29-Aug,30-Aug,31-Aug,1-Sep,Totals,Sum,IsSum_Total_Same?
Bertram 8.8 SSW,30.62321667,98.10461667,0.02,0.47,1.45,0.52,0.01,0,0,0,2.47,2.47,1
Bertram 9 NNW,30.85,-98.09,,,,,,,,,0.85,0,0
Bertram 9.1 SSW,30.6148906052113,98.0877479910851,0.02,0.49,1.7,0.64,0,0,0,0,2.85,2.85,1
Bertram 9.4 NE,30.8546,97.9661,0,0.31,1.63,0.78,,0,,,2.72,2.72,1
Bevil Oaks 1 SW,30.14,-94.28,,,,,,,,,31.38,0,0
Bevil Oaks 2 SE,30.13,-94.25,,,,,,,,,37.8,0,0
Bevil Oaks 4 E,30.15,-94.2,,,,,,,,,33.66,0,0
Bevil Oaks 4 E,30.15,-94.2,,,,,,,,,24.72,0,0
Bevil Oaks 4 S,30.09,-94.27,,,,,,,,,39.25,0,0
Bevil Oaks 5 ENE,30.18,-94.19,,,,,,,,,47.28,0,0
Big Island Slough @ Fairmont Parkway,29.651497,-95.076001,1.04,5.16,18.08,9.72,4.96,0,0,,38.96,38.96,1
BIG LAKE                25 NE,31.53,-101.28,,,0,0,,,,,0,0,1
Big Sandy 3.9 E,32.58543,95.04561,0,0,0,0.14,0.01,0,0.02,0,0.17,0.17,1
Big Sandy 6.6 N,32.6797,95.1312,0,0,0.02,0,0,,,,0.02,0.02,1
BIG SPRING               1 NNW,32.27,-101.49,,,,0,,,,,0,0,1
Birch Creek @ Riley Road,30.237906,-95.839529,0.28,12.36,13.6,1.64,0.48,0,0,,28.36,28.36,1
Black Creek @ State Highway 326,30.25556,-94.36472,0.24,3.15,11.18,6.81,12.6,8.62,0,,42.6,42.6,1
BLACKWELL                     ,32.05,-100.29,,,0.02,0,,,,,0.02,0.02,1
BLANCO                        ,30.1,-98.42,0.26,0.4,0.6,,0,,,,1.26,1.26,1
BLANCO                   5 NNE,30.16,-98.38,0.48,0.59,2.24,0.82,0,,,,4.13,4.13,1
BLANCO                  13 WNW,30.17,-98.61,0,0.38,1.45,0.46,0,,,,2.29,2.29,1
Blanco 1.8 ESE,30.09209228,98.39271356,0.02,0.88,1.85,0.66,0,0,0,0,3.41,3.41,1
Blanco 11.6 W,30.1116,98.6154,,0.3,1.4,,,,,,1.7,1.7,1
Blanco 4 NNE,30.15,-98.4,,,,,,,,,3.61,0,0
Blanco 5.1 ENE,30.12165,98.34126,0.03,0.39,,,,,,,0.42,0.42,1
Blanco 5.5 E,30.09125,98.329722,0,0.63,2.52,0.76,0,0,0,0,3.91,3.91,1
Blanco 5.7 W,30.105446,98.518093,0,0.08,0.72,0.3,,,,,1.1,1.1,1
Blanco 6.8 WSW,30.056883,98.526068,,0.41,0.92,0.39,,,,,1.72,1.72,1
Blanco 8.3 ENE,30.1364924758673,98.2914818823338,0.04,0.78,2.58,0.85,,0,,0,4.25,4.25,1
Blanco 8.8 ENE,30.1485,98.2865,0,0.41,3.48,1.05,0,,,0,4.94,4.94,1
Blanco River,29.94,-98.02,,,,,,,,,9.08,0,0
Blooming Grove 2.4 SW,32.067011,96.745022,0.09,0.07,0.4,0,0.08,0,0,0,0.64,0.64,1
Blue Mound 1.6 ENE,32.865927,97.313138,1.17,0.04,0.19,0.84,0,0,0,0,2.24,2.24,1
Blue Mound 2.3 E,32.847644,97.297655,1.13,,,,0,0,0,0,1.13,1.13,1
Blue Ridge 5.1 ESE,33.271907,96.317582,0,0.39,0.01,0.03,0.26,0,0,0,0.69,0.69,1
BLUFFTON                 5 ESE,30.84,-98.36,0,0,0.45,0.32,0,,,,0.77,0.77,1
Blum 7.2 ESE,32.119773,97.276865,0.75,,,0.6,,,,,1.35,1.35,1
Bob Love Ranch,30.82889,105.19444,,,,,,,0,,0,0,1
BOERNE                        ,29.8,-98.73,0.12,0.1,1.08,0.21,,,,,1.51,1.51,1
Boerne 0.7 N,29.804212,98.733208,0,0.1,0.77,0.19,0,0,0,0,1.06,1.06,1
Boerne 1.2 E,29.794939,98.712215,0,0.22,0.89,0.23,0,,,,1.34,1.34,1
Boerne 1.2 NNW,29.809575,98.7428194444,0,,,,0,,0,,0,0,1
Boerne 1.6 ESE,29.781864,98.708956,0.02,,,,0,0,0,0,0.02,0.02,1
Boerne 1.8 E,29.794583,98.701363,0.02,0.41,,,,,,,0.43,0.43,1
Boerne 10.6 NE,29.904615,98.609285,0.03,0.09,0.74,0.43,0,0,0,0,1.29,1.29,1
Boerne 10.9 N,29.949838,98.701580448,0.11,0.34,0.7,0.2,,,,,1.35,1.35,1
Boerne 11.0 ENE,29.8759,98.5738,,,0.59,,,,,,0.59,0.59,1
Boerne 13.4 NE,29.9075306,98.5506083,0,0.52,0.43,0,0,0,0,0,0.95,0.95,1
Boerne 2.0 WNW,29.798611,98.764722,,0.2,0.55,,,,,,0.75,0.75,1
Boerne 2.1 WNW,29.805839,98.7638769,,0.22,0.8,,,,,,1.02,1.02,1
Boerne 2.2 WNW,29.802052,98.767011,0,0.26,0.69,,,0,0,0,0.95,0.95,1
Boerne 3.4 N,29.8428,98.7398,0,0.18,0.7,,,,,,0.88,0.88,1
Boerne 4.0 WSW,29.762631,98.786833,0,0.08,0.7,0.26,0,0,0,0,1.04,1.04,1
Boerne 4.3 NE,29.845019,98.694661,0,0.01,0.6,0.24,0,0,0,,0.85,0.85,1
Boerne 4.7 WNW,29.827772,98.800917,0,0.18,0.65,0.03,0,0,0,0,0.86,0.86,1
Boerne 5.1 NNW,29.856008,98.777403,0.02,0.14,0.54,0.07,0,0,0,0,0.77,0.77,1
Boerne 5.2 ENE,29.826,98.653,0,0.2,0.67,0.38,0,0,0,0,1.25,1.25,1
Boerne 5.3 N,29.871493,98.725039,,0.08,0.55,0.18,,,,,0.81,0.81,1
Boerne 6.0 WSW,29.754064,98.820183,0,0.15,1.38,0.08,0,0,0,0,1.61,1.61,1
Boerne 6.5 N,29.889059,98.725715,,0.08,0.59,0.19,,,,,0.86,0.86,1
Boerne 7.8 NE,29.8822631835938,98.6494979858398,,0.18,0.3,0.23,,,,,0.71,0.71,1
Boerne 8.1 NNW,29.9069444,98.7694444,0,0.73,0.55,0.05,0,0,0,0,1.33,1.33,1
Boerne 8.4 ENE,29.82444444,98.59666667,0.07,0.41,0.8,0.37,0,0,0,0,1.65,1.65,1
Boerne 8.5 NNW,29.910117,98.762533,0,0.53,0.67,0.1,0,0,0,0,1.3,1.3,1
Boerne 8.8 NE,29.87225,98.6158,,,0.65,0.35,0,0,0,0,1,1,1
BONHAM                   3 NNE,33.62,-96.17,,,,0,0,0,0,,0,0,1
Bonham 4.0 NE,33.637838,96.140848,0,0,0.01,0,0,0,0,0,0.01,0.01,1
BONITA                   4 NW,33.84,-97.63,,,,0,0,0,,,0,0,1
Boondocks Road @ Taylors Bayou @ South Fork ( bridge ),29.84639,-94.22639,0.75,3.15,7.12,7.91,27.49,1.57,0,,47.99,47.99,1
Borger 0.7 NNE,35.6690744,101.39528,0,0,0,0,0,0,0,0,0,0,1
Bosque Bonita,30.69722222,105.0605556,,,,,,,0,,0,0,1
BOWIE                         ,33.54,-97.85,,,,,,0,,,0,0,1
Brackettville 0.8 S,29.305788,100.412149,0,0,0,0,0,0,0,0,0,0,1
Brackettville 13.8 W,29.311897,100.638894,0,0,0,0,0,,0,,0,0,1
Brackettville 5.1 W,29.32038,100.49432,0,0,0,0,0,0,0,0,0,0,1
BRADY                         ,31.14,-99.33,0.83,0,0.04,0.04,,,,,0.91,0.91,1
BRADY                    8 SSE,31,-99.27,1.97,0.04,0.05,0.29,,,,,2.35,2.35,1
Brady 8.1 NNE,31.24673,99.34117,0.2,0,0.59,0.08,0,0,0,0,0.87,0.87,1
Brays Bayou @ Bellaire Boulevard,29.70391,-95.566081,0.92,7.96,13.24,7.44,1.36,0,0,,30.92,30.92,1
Brays Bayou @ Belle Park Drive,29.709284,-95.5825,1.28,10.2,15.56,5.96,0.96,0,0,,33.96,33.96,1
Brays Bayou @ Beltway 8,29.695066,-95.556599,1.24,10.08,14.84,7.52,1.28,0,0,,34.96,34.96,1
Brays Bayou @ Gessner Road,29.672371,-95.527994,1.48,9.36,15.32,7.48,1.56,0,0,,35.2,35.2,1
Brays Bayou @ Lawndale Street,29.722625,-95.305332,0.96,8.48,14.28,8.8,3.2,0,0,,35.72,35.72,1
Brays Bayou @ Rice Avenue,29.678605,-95.467271,1.44,8.28,14.72,8.08,1.88,0,0,,34.4,34.4,1
Brays Bayou @ SH 6,29.715071,-95.643933,1.16,7.92,15.12,6,1.04,0,0,,31.24,31.24,1
Brays Bayou @ South Main Street,29.697018,-95.412138,0.96,4.72,13.36,8,2.44,0,0,,29.48,29.48,1
Brays Bayou @ Stella Link Road,29.690953,-95.439914,1.36,4.88,13.12,8.52,2.44,0,0,,30.32,30.32,1
Brenham,30.15,-96.4,,,,,,,,,16.94,0,0
BRENHAM                       ,30.17,-96.4,0,2.55,5.6,7.48,1.27,0.04,0,,16.94,16.94,1
Brenham 0.7 E,30.158889,96.384869,0,2.41,5.42,8.21,1.21,0.02,0,0,17.27,17.27,1
Brenham 1.4 NNW,30.179381,96.403992,0.16,2.52,6.8,8.5,1.1,,,,19.08,19.08,1
Brenham 7.1 W,30.17235,96.51491,,3,8.63,8.5,0.51,,,,20.64,20.64,1
Brenham 8.0 E,30.1572,96.2626,0.17,2.33,7.64,7.84,1.01,0,0,0,18.99,18.99,1
Brenham 8.2 WSW,30.0963,96.5126,0.08,3.24,7.42,9.57,5.1,0,0,0,25.41,25.41,1
Brenham 8.7 NW,30.2454,96.5051,0.01,1.58,6.55,6.8,0.44,0,0,0,15.38,15.38,1
Brenham 9.9 N,30.30139,96.421313,0,1.68,8.4,8.06,0.66,0,0,0,18.8,18.8,1
Briar Branch @ Campbell Road,29.78962,-95.5139,0.88,6,15.44,6.4,1.88,0,0,,30.6,30.6,1
Briarcliff 0.1 WSW,30.405403,98.046997,,1,1.97,0.63,0.02,0,,,3.62,3.62,1
Briarcliff 3 SW,30.39,-98.07,,,,,,,,,3.71,0,0
Briarcliff 4.0 S,30.347923,98.045211,0.12,,1.89,0.87,0,0,0,0,2.88,2.88,1
Brickhouse Gully @ Costa Rica Road,29.827777,-95.4691666,0.68,5.52,16.2,6.6,2.08,0,0,,31.08,31.08,1
Bridge City 1.3 NW,30.0428,93.8675,1.09,0.71,3.71,10.61,4.61,23.82,,,44.55,44.55,1
BRIDGEPORT                    ,33.21,-97.77,,,0,0,0,0,,,0,0,1
Briscoe 8.1 NNE,35.69277778,100.235,0,0,0,0.05,0,0,0,0,0.05,0.05,1
Broaddus 15.3 SE,31.1342,94.1062,0.32,0,1.75,4.05,2.86,5.67,4.36,0,19.01,19.01,1
Bronte 5.0 NNE,31.95475,100.27253,0.71,0.41,0.27,,,,,,1.39,1.39,1
Bronte 8.2 S,31.7681,100.2758,,,0.22,,,,,,0.22,0.22,1
BROOKSHIRE               5 WSW,29.77,-96.04,0,,,,,,,,0,0,1
Brookshire 5 W,29.77,-96.04,,,,,,,,,27.16,0,0
Brookshire 6.9 NNW,29.8728923499584,96.0029789060354,0.1,6.8,7.35,16.75,,0.13,0,0,31.13,31.13,1
Brookshire Katy Drainage District @ Morrison Road,29.888456,-95.940939,0.72,6.24,16.48,3.32,0.28,0,0,,27.04,27.04,1
BROWN WOOD                    ,31.68,-98.96,0.29,0,0.46,0.28,0,,,,1.03,1.03,1
BROWNSVILLE                   ,25.91,-97.43,0.08,0,0.08,0,,,,,0.16,0.16,1
Brownsville 0.1 SSE,25.92316667,97.48133333,,0.08,0.12,,,,,,0.2,0.20,1
Brownsville 0.4 WSW,25.923031,97.488274,,0.8,,,,0,,,0.8,0.8,1
Brownsville 1.5 SW,25.9090393781662,97.4980334937572,,,,,0,0,0,0,0,0,1
Brownsville 1.5 WNW,25.929928,97.505535,0.11,0.02,0.26,0,0,0,0,0,0.39,0.39,1
Brownsville 1.7 NNE,25.9474964141846,97.4711074829102,0.15,0,0.23,0,,0,0,0,0.38,0.38,1
Brownsville 12.6 E,25.947773,97.281538,0.35,0.1,0,0,0,0,0,0,0.45,0.45,1
Brownsville 2 W,25.92,-97.48,,0.18,,,,,,,0.18,0.18,1
Brownsville 2.2 WNW,25.940583,97.513815,0.15,0.02,0.38,0,0,0,0,0,0.55,0.55,1
Brownsville 3.5 N,25.9751,97.4919,0.17,0.02,0.13,0,0,0,0,0,0.32,0.32,1
Brownsville 4.1 ENE,25.954693,97.425658,0.01,0.02,0.12,,,,,,0.15,0.15,1
Brownsville 4.3 NW,25.970664,97.528519,0.17,0.03,0.17,0,,,0,0,0.37,0.37,1
Brownsville 6.4 WNW,25.9596786499023,97.576789855957,0.24,0.01,0.09,0,0,0,0,0,0.34,0.34,1
BROWNWOOD                8 N,31.84,-99,0.3,0,0.06,0.04,0,,,,0.4,0.4,1
Brownwood 13.7 NW,31.8319759368896,99.1686172485352,0.03,0.01,0.49,0.38,0,0,0,0,0.91,0.91,1
Brownwood 2.7 SSE,31.68605,98.95241,,,,,,,,0,0,0,1
Brownwood 6.7 ENE,31.755469,98.869718,0,0.2,0.52,0.27,0,0,0,0,0.99,0.99,1
Bruceville-Eddy 1.9 W,31.306533,97.280045,0.31,0.2,1.11,0.4,0.01,0,0,0,2.03,2.03,1
Bruceville-Eddy 2.0 ESE,31.292551,97.218407,1.15,,1.24,0.43,,,,,2.82,2.82,1
Bruceville-Eddy 4.7 SSE,31.2402161210775,97.2301304340363,0.1,,,,,,,,0.1,0.1,1
Brushy Creek,30.51,-97.74,,,,,,,,,2.35,0,0
Brushy Creek 2 NE,30.53,-97.72,,,,,,,,,2.34,0,0
Brushy Creek 2 SW,30.49,-97.76,,,,,,,,,4.88,0,0
Brushy Creek 2.4 SW,30.485942,97.764397,0.05,1.23,4.25,0.96,0.02,0,,0,6.51,6.51,1
Bryan 2.5 SSE,30.6337738037109,96.3509826660156,0.11,1.11,7.37,7.84,0.05,0.02,0,0,16.5,16.50,1
Bryan 2.6 SSE,30.636542,96.342345,0.03,,,7,0.04,,,,7.07,7.07,1
Bryan 3.5 NNW,30.713755,96.3901489,0.09,0.78,7.5,7.78,0.06,0,0,,16.21,16.21,1
Bryan 3.8 SSW,30.6216,96.399,0.09,0.65,7.88,7.45,0.18,0,0,0,16.25,16.25,1
Bryan 7.1 N,30.771412,96.373385,,,,,,,,0,0,0,1
BUCHANAN DAM                  ,30.77,-98.45,0.01,0,0.13,0.14,0,,,,0.28,0.28,1
Buchanan Dam 2 SSW,30.71,-98.44,,,,,,,,,0.24,0,0
Buchanan Dam 2.2 SSW,30.7716884613037,98.4561309814453,0,0.02,0.2,0.15,0,0,0,0,0.37,0.37,1
Buchanan Dam 3 WNW,30.75,-98.46,,,,,,,,,0.27,0,0
Buchanan Dam 3.6 SSW,30.752592,98.463931,0,0.01,0.14,0.11,0,0,0,0,0.26,0.26,1
Buchanan Dam 5 ENE,30.75,-98.37,,,,,,,,,0.77,0,0
Buchanan Dam 7.4 NNE,30.8474,98.363,0,0,0.45,0.35,0,0,0,0,0.8,0.8,1
BUDA                          ,30.09,-97.85,0,1.27,8.31,2.08,0.02,0,,,11.68,11.68,1
Buda 0.7 SW,30.078533962369,97.8480812162161,0,2.63,6.77,2.14,0.02,0,0,0,11.56,11.56,1
Buda 1 WNW,30.09,-97.86,,,,,,,,,6.91,0,0
Buda 1.8 W,30.0906,97.8692,,1.16,6.17,1.43,,,,,8.76,8.76,1
Buda 2.5 NW,30.11517,97.86399,,2.5,5.34,1.64,,,,,9.48,9.48,1
Buda 8.6 E,30.06187,97.699208,0.27,2.03,7.23,2.72,0.01,0,0,0,12.26,12.26,1
Buffalo Bayou @ Dairy Ashford Road,29.761605,-95.606088,1.08,9.8,17.64,5.68,1.36,0,0,,35.56,35.56,1
Buffalo Bayou @ Greenbusch Road,29.743106,-95.807036,1.24,8.56,17.96,4.68,0.92,0,0,,33.36,33.36,1
Buffalo Bayou @ Peek Road,29.722212,-95.767445,1.2,6.76,17.52,5.92,1.16,0,0,,32.56,32.56,1
Buffalo Bayou @ San Felipe Drive,29.751207,-95.505614,0.88,6.08,14.24,7.04,1.72,0,0,,29.96,29.96,1
Buffalo Bayou @ Shepherd Drive,29.760145,-95.408655,0.88,7.36,15.96,6.76,2.28,0,0,,33.24,33.24,1
Buffalo Bayou @ Turning Basin,29.749171,-95.291331,0.84,8.76,15.84,6.88,2.56,0,0,,34.88,34.88,1
Buffalo Bayou @ US 90,29.785685,-95.827024,0.84,6.12,16.68,4.48,0.96,0,0,,29.08,29.08,1
Buffalo Bayou @ West Beltway 8,29.762026,-95.557476,1.16,10.08,17,7.24,1.6,0,0,,37.08,37.08,1
Bulverde 3.3 NE,29.7712650299072,98.4081115722656,,0.6,2.6,0.57,,,,,3.77,3.77,1
Bulverde 4 NNE,29.79,-98.44,,,,,,,,,3.44,0,0
Bulverde 4.2 ENE,29.756944,98.385556,0.35,0.42,3.3,0.66,0,0,0,0,4.73,4.73,1
Buna 1.4 N,30.464748,93.963012,0.05,0.06,2.53,5.98,3.19,14.1,2.46,,28.37,28.37,1
Friendswood,29.7451,-95.5666,,,,,,,,,54,0,0
Bunker Hill Village 3.6 NNW,29.813836,95.550465,0,2.38,11.2,8.27,6.51,0.55,0.02,0,28.93,28.93,1
Bunker Hill Village 4.4 WSW,29.746786,95.601494,0.09,3.45,13.01,9.07,9.3,0.28,,,35.2,35.2,1
BURKETT                       ,31.99,-99.22,,0.96,,,,,,,0.96,0.96,1
Burkeville 11.2 NNE,31.1510306596756,93.5992757230997,0.42,0,0.74,4.5,3.14,5.5,7.47,0,21.77,21.77,1
Burleson 1.1 WNW,32.541,97.3458,0.01,0,0.04,0.36,0,0,0,0,0.41,0.41,1
BURNET                        ,30.83,-98.26,0,0.03,0.81,0.34,0,,,,1.18,1.18,1
BURNET                        ,30.74,-98.24,0.33,0,1,0.49,,,,,1.82,1.82,1
BURNET                        ,30.74,-98.23,0.07,0.04,1.01,0.42,0,,,,1.54,1.54,1
BURNET                   1 WSW,30.76,-98.29,0.08,0,0.96,0.44,0,,,,1.48,1.48,1
BURNET                   6 SSE,30.67,-98.21,0,0.01,1.03,0.56,0,,,,1.6,1.6,1
BURNET                   6 WSW,30.72,-98.31,0.27,0,0.57,0.27,0,,,,1.11,1.11,1
Burnet 1.3 NE,30.772372,98.212456,0.03,0.02,1.08,0.53,0.01,0,0,0,1.67,1.67,1
Burnet 1.8 ENE,30.7711,98.2027,0,,1.24,0.5,,,,,1.74,1.74,1
Burnet 1.9 SE,30.74,98.21,0.08,0.3,,,0,0,0,0,0.38,0.38,1
Burnet 10.7 NW,30.85,98.3773,,0,0.37,0.31,,,,,0.68,0.68,1
Burnet 2.8 WNW,30.7726158946753,98.2747697085142,0.02,0.02,0.76,0.33,0,0,0,0,1.13,1.13,1
Burnet 4.2 W,30.768049,98.299832,0.07,0.04,0.47,0.82,0,0,0,0,1.4,1.4,1
Burnet 5.4 NNW,30.8271,98.2778,,,0.83,0.28,,,,,1.11,1.11,1
Burnet 5.7 WSW,30.740084,98.323013,0.38,0,0.62,0.23,0,0,,0,1.23,1.23,1
Burnet 6.1 WNW,30.782562,98.330148,,,,,0,0,0,0,0,0,1
Burnet 8.3 WSW,30.7041664123535,98.3533325195313,0,0,0.51,0,0,0,0,0,0.51,0.51,1
Burnet 8.4 WNW,30.828002,98.346963,0,,0.34,0.38,0,,0,0,0.72,0.72,1
Burnet 8.5 NW,30.83438,98.34576,0,0,0.49,0.23,,,,0,0.72,0.72,1
Burnet 9.9 W,30.752314,98.396445,,,0.24,0.17,0,,,,0.41,0.41,1
Burton 4.4 ENE,30.212706,96.534766,0,,11.73,9.4,0.44,0,0,0,21.57,21.57,1
Burton 5.3 NNE,30.245277,96.553178,0.19,,,8.16,0.13,,,,8.48,8.48,1
Burton 6.9 SSW,30.081667,96.623806,0.02,4.13,6.9,9.92,0.3,0,0,0,21.27,21.27,1
Calaveras Lake 5 ENE,29.27,-98.25,,,,,,,,,2.01,0,0
CALLIHAM                 1 W,28.45,-98.35,0.28,,,0.08,0,,,,0.36,0.36,1
Cameron 1.5 NW,30.87223,96.99593,0,0.54,3.42,2.81,0.03,0,0,0,6.8,6.8,1
Cameron 10.3 ENE,30.90268333,96.8114,,0.84,3.33,3.63,0.29,0,0,0,8.09,8.09,1
Cameron 8.2 SE,30.780074,96.872036,0,0.6,6.17,2.73,0.19,0.02,0,0,9.71,9.71,1
Camp Swift 1 NW,30.21,-97.31,,,,,,,,,13.14,0,0
Camp Swift 5 NNW,30.26,-97.3,,,,,,,,,12.18,0,0
Camp Wood 5.02 SSE,29.597551,99.998945,0.22,0,0,0.05,0,0,0,0,0.27,0.27,1
Camp Wood 6.5 NE,29.736417,99.936306,0.32,0.01,0,0.09,,,,,0.42,0.42,1
Camp Wood 6.8 NE,29.735833,99.928696,0.28,0.02,0.03,0.13,,,,,0.46,0.46,1
Camp Wood 7.3 NE,29.74788,99.93082,0.45,0.03,0,0.05,,,,,0.53,0.53,1
Cane Island Branch @ Clay Road,29.831083,-95.836824,0.8,6.76,20.2,4.12,0.92,0,0,,32.8,32.8,1
Canton 4.6 SSW,32.48625,95.89277,0,0.07,0.1,0.1,0.04,0,0,0,0.31,0.31,1
Canton 6.1 W,32.548405,95.968627,0,0,0.09,0.02,0,0,0,0,0.11,0.11,1
Canton 8.7 W,32.523453,96.011225,,,,0.15,,,,,0.15,0.15,1
Canutillo 1.2 W,31.92834,106.62667,,0.25,,,,,,,0.25,0.25,1
Canyon 0.2 SSW,34.97862,101.92375,0,0,0,0,0,0,0,0,0,0,1
Canyon 0.9 NNW,34.9923629760742,101.930015563965,0.13,,0.03,0.02,,,,,0.18,0.18,1
Canyon 0.9 SSE,34.968316,101.916803,0.17,0.05,,0.03,,,,,0.25,0.25,1
Canyon 1.9 W,34.980284,101.954975,0.19,0.03,0,0.02,0,0,0,0,0.24,0.24,1
Canyon 1.9 WNW,34.986691,101.955017,0.14,0,0,,,,,,0.14,0.14,1
Canyon Lake 0.4 NE,29.8791,98.257337,0.53,0.65,3.48,0.49,0,0,0,0,5.15,5.15,1
Canyon Lake 0.9 NNE,29.886828,98.25563,0.35,0.57,2.52,0.33,0.02,0,0,0,3.79,3.79,1
Canyon Lake 1.5 WSW,29.8684,98.2856,0.24,0.59,3.16,0.53,0,0,0,0,4.52,4.52,1
Canyon Lake 1.7 WSW,29.870167,98.28933,0.22,0.59,3.34,0.54,0,0,0,0,4.69,4.69,1
Canyon Lake 1.8 W,29.8706169128418,98.2917556762695,0.24,0.67,3.02,0.49,,,,,4.42,4.42,1
Canyon Lake 2.3 ESE,29.863989,98.225265,1.07,0.46,1.78,0.31,0,0,0,0,3.62,3.62,1
Canyon Lake 2.3 SSE,29.84515,98.24418333,0.13,0.49,4.35,0.61,,,,,5.58,5.58,1
Canyon Lake 2.5 W,29.873972,98.303825,0.22,0.59,2.81,0.55,0,0,0,0,4.17,4.17,1
Canyon Lake 2.8 N,29.914954,98.264428,0.17,0.49,2.04,0.44,0,0,,0,3.14,3.14,1
Canyon Lake 3.2 ESE,29.85,98.21666667,0.64,0.33,1.08,0.48,0.02,0,0,0,2.55,2.55,1
Canyon Lake 3.3 SW,29.84008,98.29953,0.07,0.67,3.29,0.59,0,0,0,0,4.62,4.62,1
Canyon Lake 4.1 E,29.8801177,98.1943941,1.61,0.5,4.75,0.84,0,0,0,0,7.7,7.7,1
Canyon Lake 4.3 NNW,29.92887,98.29708,0.33,0.85,3.63,0.6,0,0,0,0,5.41,5.41,1
Canyon Lake 5.3 SW,29.831839,98.335817,0.37,0.78,3.25,0.82,,,,,5.22,5.22,1
Canyon Lake 5.7 N,29.958114,98.266488,0.46,,,0.66,,,,,1.12,1.12,1
Canyon Lake 7.2 ESE,29.837639,98.149427,0.47,0.93,4.64,0.72,0,0,0,0,6.76,6.76,1
Canyon Lake 7.3 E,29.866826,98.141573,1.67,0.79,5.65,0,,0,0,0,8.11,8.11,1
Canyon Lake 8.1 NW,29.94537,98.370583,0.59,0.51,2.85,0.58,0,0,0,0,4.53,4.53,1
Canyon Lake Dam 2 E,29.87,-98.09,,,,,,,,,4.43,0,0
Canyon Lake Dam 2 ESE,29.86,-98.1,,,,,,,,,5.82,0,0
Canyon Weather/Comal County,,,,,,,,,,,6.62,0,0
CARLOS                   3 NE,30.63,-96.03,,,6.04,,,,,,6.04,6.04,1
Carlsbad 2.4 WNW,31.620526,100.6798228,0.02,,0.07,,,,,,0.09,0.09,1
Carmine,30.15,-96.69,,,,,,,,,25.17,0,0
CARMINE                  1 SSW,30.14,-96.69,0,4.05,10.24,10.97,0,0,,,25.26,25.26,1
Carmine 3.1 WNW,30.15944444,96.73944444,0,3.93,9.09,9.42,0.54,0,0,0,22.98,22.98,1
Carpenters Bayou @ I-10,29.771535,-95.149022,0.72,6.72,18.24,8.84,4.92,0,0,,39.44,39.44,1
Carpenters Bayou @ US 90,29.838598,-95.160484,0.56,6.28,17.92,6.76,4.12,0.04,0,,35.68,35.68,1
Carpenters Bayou @ Wallisville Road,29.809924,-95.158445,0.68,5.96,18.4,7.92,4.48,0,0,,37.44,37.44,1
CARRIZO SPRINGS               ,28.49,-99.87,0,0,0,0,,,,,0,0,1
Carrizo Springs 3.0 NNE,28.563267,99.835363,0,0,0,0,0,0,0,0,0,0,1
Carrollton 2.0 NNE,33.0153274536133,96.8857498168945,,,0.05,0.44,,,,,0.49,0.49,1
Carrollton 2.8 SSE,32.952006,96.876272,0,0,0.05,0.17,0.03,0,0,0,0.25,0.25,1
Carta Valley 4.0 SSE,29.73257,100.656805,,,,0,0,0,0,0,0,0,1
Carta Valley 8 SE,29.69,-100.57,,,,,,,,,0.08,0,0
CARTHAGE                      ,32.14,-94.35,,,,0.71,0.01,0.57,1.53,0,2.82,2.82,1
CASTELL                       ,30.72,-98.82,0.02,0,0.13,0.12,0,,,,0.27,0.27,1
CASTELL                  4 SSE,30.64,-98.94,0,0,0.25,0.27,0,,,,0.52,0.52,1
Castell 10 SW,30.57,-99.09,,,,,,,,,1.52,0,0
Castell 3 WSW,30.69,-98.99,,,,,,,,,0.39,0,0
Castell 8 SW,30.6,-99.06,,,,,,,,,1.26,0,0
Castle Hills 0.7 NW,29.5301338806701,98.5275504738092,1.13,0.41,1.07,0.52,,,,,3.13,3.13,1
Castle Hills 1.9 NE,29.540395,98.494724,0.38,0.64,1.09,0.15,0,0,0,0,2.26,2.26,1
Castroville 4.0 SW,29.303414,98.914581,,0.07,0.17,,,,,,0.24,0.24,1
Castroville 7.0 NE,29.430345,98.804456,0,0.09,0.26,0.01,0,0,0,0,0.36,0.36,1
Castroville 7.0 NNE,29.434984,98.814658,0,0.08,0.22,0.01,0,0,0,0,0.31,0.31,1
Cat Spring 1.4 N,29.866212,96.326406,,4.91,6.08,10.32,1.06,,,,22.37,22.37,1
Cat Spring 3.8 N,29.881,96.331,0.12,5,6.41,10.8,1,0,0,0,23.33,23.33,1
Cattle Walk @ Ditch 550,29.76583,-94.09777,1.22,2.36,5.04,7.09,19.96,0.63,0,,36.3,36.30,1
Cedar Bayou @ SH 146,29.769851,-94.916822,0.8,3.52,20.92,5.92,5.32,0,0,,36.48,36.48,1
Cedar Bayou @ US 90,29.97209,-94.985937,0.92,4.92,21.56,5.48,5,0,0,,37.88,37.88,1
Cedar Creek 1.0 ENE,30.09343333,97.48565,0.75,1.87,9.4,2.67,0.14,0,0,0,14.83,14.83,1
Cedar Creek 3 W,30.09,-97.55,,,,,,,,,14.38,0,0
Cedar Creek 5.3 SW,30.0235595703125,97.5483093261719,0.54,,,,,0,0,0,0.54,0.54,1
